crop,N,P,K,temperature,humidity,ph,rainfall,yield
Lentil,20.27,49.28,20.32,22.25,74.68,6.36,55.16,1.22
Mothbeans,21.57,55.87,23.56,31.78,69.33,8.41,49.52,1.06
Coconut,80.38,58.98,120.98,20.25,69.89,5.85,149.51,12.32
Blackgram,12.19,50.8,21.06,27.99,56.46,7.14,72.93,1.25
Papaya,145.82,114.93,95.1,37.87,75.23,6.52,153.02,49.21
Lentil,20.87,42.38,24.31,21.86,63.11,6.99,44.22,1.3
Pomegranate,184.3,74.33,81.5,23.68,100.0,6.58,96.37,13.79
Cotton,111.71,40.32,30.83,33.4,86.46,6.46,119.75,1.91
Rice,61.78,45.4,41.27,20.14,72.74,6.75,271.26,3.89
Lentil,15.26,39.27,24.87,24.87,70.48,6.7,20.86,1.22
Mungbean,20.67,53.68,13.57,31.7,65.73,7.2,64.43,1.31
Rice,64.06,44.65,29.55,21.54,100.0,6.87,229.68,4.0
Orange,90.64,54.39,46.98,15.89,100.0,8.14,76.13,13.34
Apple,161.95,71.4,72.82,27.57,92.62,6.9,103.1,32.66
Orange,109.14,53.32,102.92,17.44,71.36,6.92,93.76,19.14
Coconut,118.43,53.0,150.45,27.41,100.0,6.71,110.03,12.06
Blackgram,14.94,31.82,18.42,28.96,47.16,7.28,92.39,1.17
Kidneybeans,17.04,65.78,19.57,22.13,35.18,5.03,68.55,1.26
Rice,94.77,50.11,28.45,21.85,41.2,8.08,254.31,3.52
Papaya,130.56,81.59,144.72,30.92,86.4,7.1,126.2,68.45
Apple,112.88,37.36,60.35,20.79,84.34,6.22,51.42,35.24
Cotton,59.02,30.3,58.15,28.72,70.58,7.11,146.71,2.41
Coconut,87.35,56.87,117.57,26.94,99.74,6.97,226.76,13.61
Coconut,108.23,39.95,178.33,20.7,83.29,5.31,246.9,13.86
Muskmelon,85.79,44.8,55.01,27.12,83.58,6.42,20.15,27.97
Pomegranate,164.06,75.42,85.04,25.92,57.44,6.33,120.75,21.03
Mothbeans,26.83,48.37,22.95,29.07,55.86,7.17,10.0,0.89
Mungbean,20.81,35.55,20.14,31.89,74.13,6.88,34.94,0.95
Chickpea,16.95,73.29,18.69,21.65,10.0,6.59,75.11,2.3
Papaya,162.05,96.96,199.71,34.43,100.0,7.14,91.46,63.25
Maize,123.4,47.57,35.07,24.01,68.41,5.84,49.27,5.39
Lentil,21.27,30.02,16.25,15.24,38.91,6.45,44.64,1.45
Lentil,17.45,41.06,19.8,28.0,75.21,6.52,42.94,1.68
Chickpea,22.79,56.51,20.14,19.86,13.15,7.4,80.89,2.14
Apple,148.43,62.79,56.58,22.18,100.0,6.06,125.23,32.28
Rice,79.9,34.21,27.85,29.02,85.02,6.6,220.39,3.2
Mothbeans,14.58,31.42,20.44,31.93,51.67,8.37,44.77,0.68
Maize,68.2,51.39,42.91,22.25,76.29,5.5,61.89,5.34
Maize,106.15,38.27,34.78,23.39,64.35,6.72,108.18,5.96
Watermelon,87.6,54.3,43.24,18.71,80.31,6.14,44.01,24.85
Mungbean,23.38,40.03,17.57,13.87,84.77,6.42,33.68,1.34
Jute,92.98,28.94,47.57,28.86,100.0,6.94,130.25,3.76
Kidneybeans,16.13,62.32,23.25,14.61,24.32,5.08,107.9,1.41
Mango,216.33,85.43,135.1,25.02,72.55,4.77,92.48,12.34
Lentil,20.41,50.98,18.13,28.35,79.31,6.4,57.58,1.14
Mungbean,26.38,42.6,29.89,26.02,76.98,5.73,60.18,1.16
Jute,78.17,33.17,43.55,19.25,48.71,6.22,168.32,2.99
Lentil,23.27,52.47,21.59,22.73,89.08,6.89,49.39,1.13
Watermelon,122.96,37.74,46.56,23.05,91.83,5.91,51.54,30.37
Rice,81.27,44.56,40.04,20.84,72.4,7.08,170.55,4.16
Coconut,135.97,41.14,164.73,19.23,82.19,6.98,265.98,12.83
Cotton,85.65,34.8,52.12,25.26,100.0,5.63,183.55,2.18
Mango,164.98,97.9,161.46,28.58,48.01,5.49,102.16,13.12
Mothbeans,19.73,34.97,28.24,28.11,38.63,7.21,39.98,0.9
Lentil,20.22,38.66,17.02,31.07,61.26,7.29,37.88,1.19
Mothbeans,24.4,45.63,17.1,32.52,70.38,6.45,37.45,0.87
Mothbeans,18.54,49.65,18.26,23.51,48.13,6.64,71.98,0.73
Lentil,19.66,50.63,20.9,16.53,77.67,5.78,36.68,1.27
Blackgram,16.6,54.04,17.64,29.82,80.21,6.71,84.9,1.03
Lentil,20.17,42.01,27.08,17.57,79.48,6.83,38.86,1.53
Mungbean,19.16,48.04,25.22,28.71,71.08,7.36,60.07,1.2
Pomegranate,190.92,71.44,80.46,20.45,90.22,7.01,74.28,16.3
Watermelon,68.56,50.5,55.0,25.32,73.92,6.24,49.44,39.37
Rice,76.15,35.52,37.18,18.65,99.85,7.66,295.64,3.59
Coconut,91.16,60.59,110.67,22.49,100.0,6.05,225.32,13.64
Watermelon,80.58,50.59,57.02,26.45,83.12,5.9,35.99,44.0
Kidneybeans,10.41,50.22,23.23,13.7,16.78,6.0,168.28,1.16
Cotton,86.85,53.62,46.85,23.77,74.62,7.77,248.31,2.33
Kidneybeans,19.13,59.71,19.48,15.23,48.55,5.36,70.53,1.53
Banana,144.87,60.78,299.88,25.07,63.32,6.28,126.12,40.62
Chickpea,20.61,73.46,26.46,16.4,10.0,8.67,75.22,1.85
Banana,247.01,80.7,349.84,23.09,68.93,4.45,72.61,40.03
Mothbeans,14.65,41.49,21.08,26.52,57.03,8.65,67.89,0.92
Cotton,125.87,47.31,46.69,20.71,73.27,7.94,190.16,2.54
Coconut,79.44,44.79,127.93,17.04,100.0,6.25,201.15,11.7
Banana,232.01,62.46,310.21,23.78,77.58,6.86,76.75,43.86
Pigeonpeas,22.09,65.95,23.92,24.9,58.81,5.55,141.23,1.65
Blackgram,17.14,47.22,21.32,34.98,62.09,7.08,45.77,1.06
Maize,122.92,37.62,35.94,19.3,59.4,5.75,66.52,4.78
Coconut,138.04,54.82,208.28,27.99,100.0,6.15,111.47,11.24
Pigeonpeas,12.62,55.49,22.2,22.88,59.18,6.04,103.65,1.33
Orange,107.4,60.49,81.12,27.92,73.26,7.08,100.41,17.84
Mungbean,22.41,42.57,22.3,29.08,100.0,6.45,62.38,1.07
Mango,124.47,101.87,161.18,41.51,48.22,5.46,121.15,10.14
Blackgram,19.99,33.38,18.78,27.21,68.67,6.84,36.6,0.88
Coconut,82.8,38.04,140.19,25.65,59.18,5.7,112.05,14.87
Blackgram,12.49,34.21,14.17,33.98,69.1,6.54,70.15,0.89
Rice,88.15,55.1,47.99,27.33,51.05,5.9,227.2,4.35
Mungbean,18.16,44.36,18.06,24.92,100.0,6.86,47.47,1.26
Maize,113.18,42.96,44.31,21.26,85.93,6.23,93.6,5.39
Pomegranate,154.71,76.21,67.89,29.93,100.0,7.48,125.52,22.2
Mothbeans,24.4,49.65,12.5,30.86,63.16,6.32,32.65,0.46
Orange,160.32,77.05,81.57,25.48,80.16,7.38,96.73,20.72
Kidneybeans,19.36,48.29,22.08,18.22,19.79,5.29,116.22,1.15
Pomegranate,137.22,61.79,65.3,21.56,83.71,5.02,109.19,19.5
Muskmelon,115.14,67.92,42.64,25.47,100.0,6.04,24.98,29.63
Apple,153.3,69.37,65.15,23.62,90.8,4.6,119.12,29.43
Pigeonpeas,23.12,36.05,22.38,28.02,43.2,5.64,175.69,1.56
Cotton,105.88,45.39,66.28,28.88,76.76,8.01,94.26,2.62
Mungbean,28.02,51.59,25.37,33.7,81.55,7.31,53.63,1.22
Watermelon,96.87,31.13,52.24,25.99,88.29,7.01,60.42,29.06
Mungbean,20.24,44.65,24.09,29.15,87.66,7.06,56.74,1.33
Grapes,168.65,50.47,109.72,24.37,44.61,5.2,29.85,27.13
Pomegranate,162.83,92.21,51.67,20.41,100.0,6.37,97.67,14.18
Apple,92.88,50.73,55.62,22.95,80.33,4.93,119.96,24.4
Pigeonpeas,24.33,58.4,18.32,27.55,49.39,6.2,115.26,1.84
Rice,99.51,37.78,22.45,28.73,77.37,6.08,209.14,2.39
Grapes,139.27,68.77,158.09,26.55,78.74,6.61,87.69,26.73
Muskmelon,84.41,43.79,40.53,27.29,83.08,5.98,19.18,22.42
Jute,93.58,50.05,31.98,21.77,70.09,5.86,159.07,2.59
Kidneybeans,20.14,44.86,17.6,22.67,25.34,7.14,110.61,1.15
Watermelon,69.21,40.24,57.96,26.21,86.55,5.87,38.25,35.14
Maize,89.76,26.16,26.49,19.02,59.78,6.3,71.32,3.8
Pigeonpeas,18.44,42.81,17.28,27.88,38.17,6.19,159.95,1.93
Mungbean,16.76,40.3,18.38,28.03,73.53,6.88,39.09,1.03
Rice,71.87,40.09,25.28,32.83,100.0,7.1,292.39,4.0
Grapes,127.62,59.57,98.71,23.2,66.16,5.46,67.2,28.41
Lentil,18.1,27.97,22.15,25.78,37.4,5.8,58.72,1.37
Maize,97.78,48.7,36.24,17.92,14.9,6.54,108.72,4.3
Coconut,104.86,36.71,190.51,31.03,92.84,6.58,148.4,9.94
Papaya,145.18,106.59,152.88,33.5,81.35,6.94,128.89,42.45
Coconut,119.01,49.15,175.93,21.65,100.0,6.69,212.78,13.01
Mungbean,21.23,50.42,23.09,31.47,75.33,5.93,18.57,1.05
Coffee,126.58,87.54,70.33,32.06,53.46,7.25,142.64,1.25
Kidneybeans,18.05,77.78,21.23,25.48,18.24,5.9,99.45,1.57
Banana,114.4,111.72,242.99,24.75,71.71,6.77,107.25,36.46
Kidneybeans,24.79,62.4,17.33,17.3,42.29,5.1,85.77,1.54
Muskmelon,59.84,56.74,43.45,23.4,86.68,5.84,29.76,32.86
Watermelon,96.52,33.4,55.47,21.54,82.32,5.4,60.99,34.41
Cotton,76.64,64.81,47.08,22.77,62.58,7.91,221.12,2.4
Rice,65.74,38.61,35.39,29.43,64.26,5.69,310.75,3.77
Watermelon,69.8,45.3,47.71,19.79,100.0,6.87,55.41,23.46
Coconut,95.19,43.89,166.99,31.91,100.0,5.61,158.32,11.38
Apple,152.94,55.67,72.29,25.66,81.81,6.81,99.49,30.97
Coffee,140.23,86.24,85.34,21.15,83.12,6.59,199.73,1.52
Mungbean,19.38,37.8,18.18,25.56,76.3,6.33,36.61,1.15
Muskmelon,74.75,47.08,31.67,31.73,100.0,7.14,25.11,24.12
Kidneybeans,15.86,61.82,24.66,11.79,28.01,5.18,86.41,1.49
Cotton,100.31,42.86,44.4,19.89,77.94,6.79,145.96,2.98
Apple,100.05,71.88,53.1,25.0,100.0,3.87,105.05,29.45
Watermelon,68.27,49.69,53.18,15.15,100.0,6.86,44.54,24.17
Apple,137.97,74.51,55.89,20.36,69.17,6.07,147.36,34.32
Jute,59.7,35.19,40.94,29.01,58.41,7.22,179.32,3.04
Papaya,105.84,73.63,163.72,28.11,100.0,5.15,162.99,47.18
Maize,118.53,52.38,36.11,25.44,70.4,6.34,106.25,5.97
Mango,140.37,87.97,176.78,37.62,56.05,5.82,95.18,12.82
Blackgram,13.19,45.24,24.97,27.53,67.2,7.45,68.58,1.12
Kidneybeans,21.19,79.69,24.09,23.44,20.67,4.81,107.68,1.2
Cotton,66.81,51.12,50.15,31.79,66.11,6.08,184.27,1.92
Grapes,142.46,60.25,151.56,18.71,70.83,6.33,68.25,24.98
Coffee,148.25,63.95,90.63,24.17,65.71,6.7,221.6,1.27
Banana,231.89,102.54,263.25,26.59,87.35,7.68,133.38,53.55
Orange,107.39,48.61,56.42,18.41,99.7,6.86,102.25,17.4
Chickpea,26.65,56.65,11.5,25.01,19.56,6.64,62.25,2.68
Jute,82.83,41.95,59.22,26.74,86.91,6.61,159.11,2.84
Cotton,106.0,67.08,55.17,24.44,77.2,6.76,110.81,2.72
Rice,99.95,58.83,43.3,26.0,77.49,6.6,227.17,3.93
Banana,215.09,92.98,149.72,30.01,80.4,5.49,98.36,39.91
Kidneybeans,18.39,79.81,17.71,22.77,10.43,5.07,52.43,1.57
Banana,163.61,87.46,288.29,25.43,50.17,5.6,122.5,45.67
Mungbean,20.76,38.62,21.4,29.37,100.0,6.99,45.73,0.95
Grapes,133.25,80.18,142.71,22.38,74.35,5.78,68.91,22.77
Mothbeans,16.72,39.9,18.93,30.94,52.22,6.49,52.35,1.02
Papaya,140.47,115.69,146.63,35.36,91.08,7.12,156.89,66.55
Lentil,24.5,42.37,18.75,19.93,74.46,7.58,57.74,1.28
Cotton,92.22,22.12,34.61,14.58,70.55,6.01,108.28,2.25
Blackgram,15.0,42.35,18.36,22.3,70.03,7.8,41.52,1.31
Lentil,19.9,42.52,25.02,30.6,67.91,6.14,58.26,1.58
Lentil,26.3,36.32,23.48,23.82,75.99,7.95,61.76,1.53
Kidneybeans,24.56,63.65,27.14,20.12,25.83,6.01,100.61,1.1
Coffee,122.76,69.63,77.74,29.53,16.02,8.16,146.04,1.36
Lentil,15.9,40.98,19.73,18.96,68.74,7.4,45.69,1.53
Mango,112.71,102.08,118.27,36.56,44.51,5.16,119.01,10.05
Mungbean,22.52,28.11,9.13,33.82,94.06,5.79,55.84,1.0
Blackgram,15.68,37.34,23.5,27.57,39.2,7.19,68.97,1.77
Mango,121.82,38.59,169.2,21.02,42.45,5.14,89.14,8.97
Rice,93.54,41.41,37.4,23.07,100.0,6.14,170.4,4.37
Muskmelon,88.67,43.57,64.77,31.27,85.23,7.7,27.61,25.47
Chickpea,17.07,70.16,23.67,18.45,14.86,7.84,65.37,1.99
Kidneybeans,20.27,51.25,16.03,22.95,10.0,4.78,66.88,1.62
Grapes,122.12,44.97,106.75,17.61,68.1,4.91,65.8,16.3
Pomegranate,90.97,62.65,92.31,20.02,77.27,6.41,125.44,21.61
Blackgram,21.69,30.64,20.57,30.08,45.87,6.46,38.86,1.0
Cotton,97.35,44.32,56.19,27.21,63.14,6.44,149.85,2.34
Jute,86.27,44.54,31.44,26.25,62.46,5.86,179.28,2.25
Orange,114.79,57.95,71.97,13.37,98.04,6.06,105.99,18.44
Lentil,21.3,32.8,13.52,24.59,58.67,7.65,51.6,1.18
Orange,119.83,82.75,89.92,12.58,76.46,7.76,146.36,20.7
Cotton,76.73,49.48,54.93,17.24,78.12,7.9,139.13,2.69
Blackgram,19.18,42.35,30.24,29.61,25.8,6.58,39.41,1.4
Lentil,23.31,38.36,17.32,24.28,61.82,6.28,25.61,1.06
Cotton,90.91,59.46,48.35,26.17,52.54,6.3,193.09,3.08
Pigeonpeas,12.23,61.04,25.55,27.06,26.71,6.15,134.18,1.52
Coconut,125.6,58.47,201.18,29.98,100.0,6.9,152.92,12.28
Coffee,112.82,78.07,61.33,25.37,40.37,7.07,136.17,1.28
Coconut,100.2,55.28,197.35,24.86,92.36,5.01,171.39,12.22
Coffee,144.83,55.4,86.31,30.55,46.6,6.97,163.8,0.86
Kidneybeans,24.73,40.57,18.17,15.14,17.08,4.67,103.46,1.44
Mothbeans,21.82,27.62,22.82,37.03,39.13,6.83,51.36,0.84
Pigeonpeas,14.84,68.08,24.54,28.79,57.03,5.41,189.86,1.57
Coconut,108.35,54.46,187.75,23.99,74.26,6.71,243.25,14.64
Grapes,131.92,74.53,126.87,26.38,60.55,6.69,50.95,21.49
Watermelon,64.42,44.71,44.36,24.0,100.0,5.77,52.24,30.13
Mango,173.98,85.81,106.37,29.16,47.36,5.65,72.41,12.2
Grapes,110.61,62.22,129.09,23.48,98.88,7.79,83.92,22.72
Coffee,95.16,93.58,88.32,29.19,18.62,6.75,173.07,1.33
Rice,95.96,23.1,37.79,24.09,76.66,6.56,206.66,4.35
Coffee,160.75,84.27,74.86,25.19,47.9,6.75,183.39,1.56
Coconut,104.05,63.0,155.24,25.84,87.27,6.3,214.52,13.75
Muskmelon,93.91,52.45,46.2,29.3,88.84,6.84,32.58,24.19
Apple,119.47,82.19,62.25,18.34,88.94,5.6,75.07,30.1
Mango,206.98,122.54,160.58,38.76,65.75,5.04,90.45,11.06
Apple,98.55,71.8,53.0,22.23,66.03,5.64,112.12,34.81
Pigeonpeas,20.44,50.61,20.7,26.2,60.78,6.13,122.31,1.47
Papaya,173.31,103.83,108.94,36.53,84.98,6.96,66.99,36.38
Watermelon,89.92,44.52,41.81,26.38,99.14,6.97,42.6,29.55
Rice,92.61,43.51,49.71,22.96,84.48,6.87,356.35,4.19
Cotton,63.44,59.21,51.47,22.28,93.6,5.61,289.23,2.99
Pomegranate,108.47,73.29,88.77,14.97,100.0,6.67,103.96,16.19
Blackgram,19.37,56.49,19.47,26.57,58.77,6.38,80.63,1.29
Pomegranate,107.7,78.88,86.3,23.43,75.51,6.91,96.64,20.01
Cotton,98.21,59.49,50.35,27.65,79.5,5.37,215.87,2.41
Rice,82.12,38.16,49.26,19.62,75.27,6.2,148.81,3.63
Muskmelon,68.56,52.11,38.43,28.49,96.64,5.44,20.71,23.74
Maize,83.24,44.35,36.61,22.14,74.22,6.26,112.54,4.81
Coffee,113.16,75.86,84.73,19.24,68.33,5.71,189.78,1.38
Pomegranate,100.27,52.37,55.62,20.04,71.38,6.97,105.33,15.49
Lentil,17.09,50.72,22.94,26.52,70.39,6.82,26.19,1.09
Chickpea,15.86,45.92,20.74,14.25,27.75,7.68,102.56,2.43
Rice,71.75,33.98,33.35,22.3,79.99,6.25,188.21,4.0
Muskmelon,81.46,56.89,50.34,33.84,100.0,7.24,28.19,18.08
Jute,86.93,37.9,39.36,22.92,78.47,7.51,184.34,2.74
Blackgram,21.63,39.87,25.53,31.3,51.5,5.99,89.39,1.07
Muskmelon,101.37,57.2,50.59,23.08,60.35,6.7,23.22,25.47
Maize,139.35,49.88,41.99,22.96,74.79,5.87,106.44,3.58
Kidneybeans,11.65,62.92,15.88,22.19,23.75,6.32,119.24,0.93
Grapes,85.85,63.34,117.88,25.4,81.12,6.54,76.21,27.17
Kidneybeans,20.8,56.44,21.34,16.35,51.48,6.2,133.33,1.24
Papaya,152.29,131.49,188.01,37.63,100.0,5.19,191.57,48.98
Lentil,22.0,44.8,18.78,24.24,72.28,6.73,42.88,1.06
Apple,111.43,63.64,42.57,23.88,99.74,5.62,115.62,35.38
Blackgram,10.53,39.43,19.66,26.36,58.98,8.12,76.62,1.25
Pigeonpeas,22.21,83.2,22.28,23.11,46.47,6.41,109.6,1.83
Chickpea,22.7,56.67,22.86,27.63,18.61,7.28,82.9,2.19
Papaya,140.21,106.41,136.84,35.68,88.5,6.55,121.69,55.53
Coconut,68.97,35.99,126.24,24.23,85.21,6.58,179.08,14.77
Rice,58.31,47.21,34.0,26.42,73.79,6.32,226.11,3.97
Chickpea,24.9,70.26,18.78,21.38,10.0,7.45,38.44,2.89
Kidneybeans,12.44,82.25,27.25,18.05,10.0,6.78,109.3,1.41
Mothbeans,15.58,45.76,21.33,27.84,19.1,6.3,45.65,0.92
Cotton,77.14,35.24,50.08,25.21,57.58,6.81,140.19,2.56
Pigeonpeas,17.89,73.3,22.09,24.0,57.78,6.09,134.29,1.57
Watermelon,93.37,70.16,25.28,26.72,100.0,5.4,48.06,32.12
Rice,64.49,29.9,39.6,21.86,92.87,6.91,206.92,3.63
Watermelon,133.95,52.06,49.19,27.74,82.56,6.42,57.81,44.84
Muskmelon,90.72,54.98,50.51,26.31,61.56,6.74,18.23,29.12
Mango,131.52,67.25,119.84,30.42,54.52,4.94,64.94,9.41
Chickpea,20.08,35.22,20.03,14.54,10.0,7.19,112.75,2.34
Orange,122.05,46.92,61.8,19.04,92.14,7.03,137.5,19.54
Grapes,66.16,69.87,62.24,15.24,94.77,6.92,70.26,16.3
Pigeonpeas,20.82,42.45,14.84,28.11,27.19,6.85,116.55,1.71
Muskmelon,83.17,42.69,44.86,22.79,100.0,6.52,26.04,26.07
Jute,86.09,44.62,31.21,25.7,80.1,6.18,231.05,2.58
Orange,58.51,64.37,79.58,23.26,86.31,6.26,81.73,18.58
Maize,101.26,43.8,37.75,17.16,47.98,6.66,84.87,6.8
Mungbean,26.69,41.09,30.43,27.58,77.71,7.73,43.37,1.09
Coconut,85.35,58.3,146.79,32.87,100.0,6.14,240.77,13.91
Blackgram,13.47,50.3,21.33,26.3,65.31,7.41,80.44,1.27
Mango,156.82,106.54,203.09,38.28,81.73,5.18,116.2,9.26
Watermelon,92.26,42.48,29.83,23.38,100.0,6.83,58.27,37.5
Maize,91.6,41.26,53.88,24.25,49.65,6.17,90.31,5.68
Coffee,89.81,86.15,79.24,29.17,56.49,7.36,215.86,1.31
Lentil,22.66,42.01,13.22,28.54,48.81,7.61,47.38,1.34
Coconut,135.53,66.35,147.29,23.25,47.02,6.49,95.46,13.73
Watermelon,93.23,46.83,57.96,19.77,91.06,5.85,41.7,33.81
Coffee,113.0,85.49,68.54,27.96,73.54,7.21,117.57,1.21
Coconut,96.22,46.88,174.85,26.79,100.0,5.23,186.56,14.17
Orange,111.64,48.72,78.44,19.68,100.0,8.0,72.55,18.78
Rice,91.87,50.1,52.54,20.09,90.34,6.53,220.16,4.16
Chickpea,22.69,47.69,24.71,15.56,30.95,7.84,89.13,2.36
Muskmelon,47.69,52.19,23.63,26.67,90.64,6.6,27.25,17.61
Jute,106.53,46.44,53.17,27.03,79.56,7.4,242.4,3.01
Cotton,106.99,52.57,48.82,19.46,86.29,7.77,256.45,2.55
Jute,90.95,29.43,47.08,24.37,67.11,5.98,225.27,3.08
Chickpea,18.41,62.52,25.02,23.02,10.0,8.21,33.78,2.14
Banana,186.54,80.94,306.04,30.22,96.45,6.3,111.77,48.37
